 "mS [GeV]" lahS nuenue e+e- numunumu mu+mu- nutaunutau tau+tau- uu dd cc ss tt bb gammagamma W+W- ZZ gg HH Zgamma "hadrons (below confinement scale)"
0 10.0 0.001 0.0 1.0378850333402099e-39 0.0 4.4365241407128316e-35 0.0 1.1961342122771007e-32 1.07317689603561e-37 4.29270584559583e-37 3.970306005069863e-32 1.264835941088345e-34 0.0 1.8907702685825178e-31 0.0 0.0 0.0 8.48288354128867e-34 0.0 0.0 0.0
1 10.469364459463012 0.001 0.0 1.0431229151955976e-39 0.0 4.393279390976668e-35 0.0 1.2140769785177898e-32 1.0785928973010347e-37 4.314369995044014e-37 8.907820425721607e-33 6.854531275114041e-35 0.0 1.6020539356034726e-31 9.126823852757032e-36 1.4976332509146497e-38 4.92196787538168e-39 4.92058071804601e-33 0.0 0.0 0.0
2 10.960759218506725 0.001 0.0 1.0489097081914446e-39 0.0 4.4156226741402515e-35 0.0 1.2249378798337817e-32 1.0845764737255482e-37 4.338304432408751e-37 8.832913101994348e-33 6.799670338601159e-35 0.0 1.6134655373441889e-31 1.006735118600868e-35 1.9913834757452987e-38 6.538493076548152e-39 4.635692016871359e-33 0.0 0.0 0.0
3 11.47521830109659 0.001 0.0 1.0553079619940342e-39 0.0 4.441829278466331e-35 0.0 1.2363460107979817e-32 1.091192301989522e-37 4.3647678655195735e-37 8.766972470693333e-33 6.751375950747931e-35 0.0 1.622866291541505e-31 1.1100776070305962e-35 2.647258670776253e-38 8.679740469856857e-39 4.374268151444627e-33 0.0 0.0 0.0
4 12.013824264608017 0.001 0.0 1.062388416204952e-39 0.0 4.470025158548558e-35 0.0 1.2483423337389947e-32 1.098513527189375e-37 4.39405287577225e-37 8.709038180367928e-33 6.709502009425796e-35 0.0 1.630464942915702e-31 1.2240706078109234e-35 3.523846720076161e-38 1.153861083957453e-38 4.13780175589124e-33 0.0 0.0 0.0
5 12.577710477812154 0.001 0.0 1.0702312986418898e-39 0.0 4.501383429763771e-35 0.0 1.260682284343707e-32 1.1066231052655053e-37 4.426491287848973e-37 8.656882344526819e-33 6.672841844590921e-35 0.0 1.6368507634339073e-31 1.3508939568420794e-35 4.715595784548575e-38 1.5424555852424459e-38 3.931183585064072e-33 0.0 0.0 0.0
6 13.168063505782213 0.001 0.0 1.078927874908003e-39 0.0 4.536570101969563e-35 0.0 1.273888991079319e-32 1.1156154052634684e-37 4.4624605787707696e-37 8.614250387245182e-33 6.641797000787656e-35 0.0 1.642616754398844e-31 1.491153706639243e-35 6.311060476852179e-38 2.0617916543943954e-38 3.753615095602295e-33 0.0 0.0 0.0
7 13.786125606738823 0.001 0.0 1.088582309665703e-39 0.0 4.5757290816362145e-35 0.0 1.2879743751922806e-32 1.1255981338986608e-37 4.502391576163257e-37 8.579402295907781e-33 6.616896347744207e-35 0.0 1.6480521337285562e-31 1.6461979983268547e-35 8.437206990061162e-38 2.7524555569833947e-38 3.6064437110432215e-33 0.0 0.0 0.0
8 14.43319734608844 0.001 0.0 1.0993139151979688e-39 0.0 4.620176435625199e-35 0.0 1.303168763745083e-32 1.1366946605777067e-37 4.546777758348534e-37 8.554253679644586e-33 6.599597219446939e-35 0.0 1.6537789746245043e-31 1.817665745022124e-35 1.1254058957141807e-37 3.6635712708995066e-38 3.4899426178591634e-33 0.0 0.0 0.0
9 15.11064033315542 0.001 0.0 1.1112598843627928e-39 0.0 4.668339314177226e-35 0.0 1.31947917924986e-32 1.149046843284126e-37 4.596186557893623e-37 8.538213186973134e-33 6.589606474400322e-35 0.0 1.659831163705167e-31 2.0099687947080269e-35 1.5117801973290769e-37 4.912476834580138e-38 3.4059966625276833e-33 0.0 0.0 0.0
